,Four_grams,Frequency
10330,"('DM_DMD', 'N_NN', 'CC_CCD', 'PR_PRP')",1
10331,"('CC_CCD', 'PR_PRP', 'N_NN', 'DM_DMQ')",1
10332,"('PR_PRP', 'RD_PUNC', 'N_NNP', 'RP_RPD')",1
10333,"('RD_PUNC', 'N_NNP', 'RP_RPD', 'DM_DMD')",1
10334,"('N_NNP', 'RP_RPD', 'DM_DMD', 'N_NN')",1
10335,"('RP_RPD', 'DM_DMD', 'N_NN', 'PSP')",1
10336,"('DM_DMQ', 'RP_RPD', 'PR_PRP', 'RD_PUNC')",1
10337,"('RP_RPD', 'PR_PRP', 'RD_PUNC', 'DM_DMD')",1
10338,"('N_NST', 'V_VM_VNG', 'PSP', 'RD_PUNC')",1
10339,"('V_VM_VNG', 'PSP', 'RD_PUNC', 'PR_PRP')",1
10340,"('RD_PUNC', 'PSP', 'V_VM_VINF', 'DM_DMR')",1
10341,"('PSP', 'V_VM_VINF', 'DM_DMR', 'N_NN')",1
10342,"('V_VM_VINF', 'DM_DMR', 'N_NN', 'DM_DMD')",1
10343,"('N_NN', 'V_VM_VNF', 'RD_SYM', 'CC_CCD')",1
10344,"('V_VM_VNF', 'RD_SYM', 'CC_CCD', 'PR_PRP')",1
10345,"('RD_SYM', 'CC_CCD', 'PR_PRP', 'RD_PUNC')",1
10346,"('CC_CCD', 'PR_PRP', 'RD_PUNC', 'RD_PUNC')",1
10347,"('PR_PRP', 'N_NN', 'RD_PUNC', 'V_VM_VNF')",1
10348,"('N_NN', 'PSP', 'PR_PRP', 'V_VM_VNG')",1
10349,"('PSP', 'PR_PRP', 'V_VM_VNG', 'DM_DMQ')",1
10350,"('V_VM_VNG', 'DM_DMQ', 'RD_PUNC', 'RD_PUNC')",1
10351,"('RD_PUNC', 'PR_PRP', 'RD_PUNC', 'PSP')",1
10352,"('PR_PRP', 'RD_PUNC', 'PSP', 'V_VM_VNF')",1
10353,"('RD_PUNC', 'PSP', 'V_VM_VNF', 'V_VM_VNF')",1
10354,"('PSP', 'V_VM_VNF', 'V_VM_VNF', 'PR_PRP')",1
10355,"('RD_PUNC', 'PSP', 'V_VM_VNF', 'PR_PRP')",1
10356,"('N_NN', 'DM_DMQ', 'PR_PRP', 'V_VM_VNF')",1
10357,"('DM_DMQ', 'PR_PRP', 'V_VM_VNF', 'V_VAUX')",1
10358,"('PR_PRP', 'V_VM_VNF', 'V_VAUX', 'N_NST')",1
10359,"('N_NST', 'PR_PRP', 'N_NN', 'QT_QTF')",1
10360,"('PR_PRP', 'N_NN', 'QT_QTF', 'RB')",1
10361,"('QT_QTF', 'RB', 'V_VM_VNF', 'V_VM_VNF')",1
10362,"('PSP', 'V_VM_VNF', 'V_VM_VNG', 'V_VAUX')",1
10363,"('V_VM_VNF', 'V_VM_VNG', 'V_VAUX', 'RD_PUNC')",1
10364,"('V_VM_VNF', 'N_NST', 'N_NN', 'QT_QTF')",1
10365,"('N_NST', 'N_NN', 'QT_QTF', 'RD_PUNC')",1
10366,"('N_NN', 'PSP', 'V_VM_VINF', 'N_NST')",1
10367,"('PSP', 'V_VM_VINF', 'N_NST', 'V_VM_VNF')",1
10368,"('N_NN', 'N_NST', 'PR_PRP', 'DM_DMQ')",1
10369,"('N_NST', 'PR_PRP', 'DM_DMQ', 'N_NN')",1
10370,"('RD_PUNC', 'CC_CCS_UT', 'PR_PRP', 'RD_PUNC')",1
10371,"('CC_CCS_UT', 'PR_PRP', 'RD_PUNC', 'DM_DMD')",1
10372,"('V_VAUX', 'RD_PUNC', 'PR_PRP', 'PSP')",1
10373,"('RD_PUNC', 'PR_PRP', 'PSP', 'RP_RPD')",1
10374,"('PR_PRP', 'PSP', 'RP_RPD', 'QT_QTC')",1
10375,"('N_NN', 'V_VM_VNF', 'CC_CCS', 'N_NN')",1
10376,"('V_VM_VNF', 'CC_CCS', 'N_NN', 'N_NN')",1
10377,"('V_VM_VNG', 'N_NN', 'RD_PUNC', 'CC_CCS_UT')",1
10378,"('N_NN', 'RD_PUNC', 'CC_CCS_UT', 'DM_DMD')",1
10379,"('CC_CCS_UT', 'DM_DMD', 'N_NN', 'N_NN')",1
10380,"('RD_PUNC', 'PR_PRL', 'DM_DMQ', 'DM_DMR')",1
10381,"('PR_PRL', 'DM_DMQ', 'DM_DMR', 'N_NN')",1
10382,"('DM_DMQ', 'DM_DMR', 'N_NN', 'CC_CCD')",1
10383,"('DM_DMR', 'N_NN', 'CC_CCD', 'RB')",1
10384,"('CC_CCD', 'RD_PUNC', 'PR_PRP', 'V_VM_VF')",1
10385,"('RD_PUNC', 'PSP', 'RD_PUNC', 'QT_QTC')",1
10386,"('DM_DMD', 'N_NN', 'V_VM_VINF', 'QT_QTF')",1
10387,"('N_NN', 'V_VM_VINF', 'QT_QTF', 'JJ')",1
10388,"('V_VM_VNF', 'PR_PRP', 'DM_DMQ', 'RP_RPD')",1
10389,"('PR_PRP', 'DM_DMQ', 'RP_RPD', 'N_NN')",1
10390,"('V_VAUX', 'RD_PUNC', 'N_NST', 'JJ')",1
10391,"('RD_PUNC', 'N_NST', 'JJ', 'N_NN')",1
10392,"('V_VM_VINF', 'PR_PRP', 'V_VM_VNG', 'DM_DMQ')",1
10393,"('RD_PUNC', 'N_NN', 'DM_DMQ', 'JJ')",1
10394,"('RB', 'V_VM_VNF', 'PR_PRP', 'V_VM_VNG')",1
10395,"('V_VM_VNF', 'PR_PRP', 'V_VM_VNG', 'DM_DMQ')",1
10396,"('V_VM_VNG', 'PSP', 'RD_PUNC', 'DM_DMD')",1
10397,"('RP_RPD', 'RD_PUNC', 'RD_PUNC', 'V_VM_VNF')",1
10398,"('V_VM_VINF', 'N_NN', 'RD_PUNC', 'RD_PUNC')",1
10399,"('RB', 'RD_PUNC', 'DM_DMR', 'N_NN')",1
10400,"('V_VM_VNF', 'RD_PUNC', 'CC_CCS_UT', 'QT_QTC')",1
10401,"('V_VM_VNF', 'V_VM_VNF', 'RD_PUNC', 'QT_QTF')",1
10402,"('PR_PRP', 'RD_PUNC', 'QT_QTC', 'N_NN')",1
10403,"('N_NN', 'N_NST', 'PR_PRP', 'DM_DMD')",1
10404,"('N_NST', 'N_NN', 'V_VM_VNG', 'V_VAUX')",1
10405,"('V_VM_VNF', 'V_VAUX', 'RP_RPD', 'RD_PUNC')",1
10406,"('V_VAUX', 'RP_RPD', 'RD_PUNC', 'PR_PRP')",1
10407,"('RP_RPD', 'RD_PUNC', 'PR_PRP', 'RP_RPD')",1
10408,"('PR_PRP', 'RP_RPD', 'N_NN', 'V_VM_VF')",1
10409,"('V_VM_VINF', 'PR_PRP', 'N_NST', 'V_VM_VNG')",1
10410,"('PR_PRP', 'N_NST', 'V_VM_VNG', 'DM_DMQ')",1
10411,"('N_NST', 'V_VM_VNG', 'DM_DMQ', 'RD_PUNC')",1
10412,"('V_VM_VNF', 'PR_PRP', 'RP_RPD', 'PR_PRP')",1
10413,"('CC_CCS', 'RD_PUNC', 'N_NST', 'RD_PUNC')",1
10414,"('RD_PUNC', 'N_NN', 'PR_PRP', 'RP_INTF')",1
10415,"('N_NST', 'RP_RPD', 'JJ', 'JJ')",1
10416,"('RP_RPD', 'JJ', 'JJ', 'N_NN')",1
10417,"('N_NN', 'V_VM_VNF', 'DM_DMQ', 'PR_PRP')",1
10418,"('V_VM_VNF', 'DM_DMQ', 'PR_PRP', 'V_VM_VNF')",1
10419,"('DM_DMQ', 'PR_PRP', 'V_VM_VNF', 'CC_CCD')",1
10420,"('PR_PRP', 'V_VM_VNF', 'CC_CCD', 'V_VM_VNF')",1
10421,"('V_VM_VNF', 'CC_CCD', 'V_VM_VNF', 'JJ')",1
10422,"('CC_CCD', 'V_VM_VNF', 'JJ', 'N_NN')",1
10423,"('V_VM_VNF', 'CC_CCD', 'PR_PRP', 'PSP')",1
10424,"('N_NN', 'V_VM_VNF', 'V_VM_VNG', 'N_NST')",1
10425,"('V_VM_VNF', 'V_VM_VNG', 'N_NST', 'PR_PRP')",1
10426,"('V_VM_VNG', 'N_NST', 'PR_PRP', 'V_VM_VF')",1
10427,"('CC_CCS_UT', 'RP_RPD', 'PR_PRP', 'V_VM_VF')",1
10428,"('N_NST', 'N_NN', 'RD_PUNC', 'DM_DMQ')",1
10429,"('N_NN', 'RD_PUNC', 'DM_DMQ', 'JJ')",1
10430,"('V_VM_VNF', 'N_NNP', 'RD_PUNC', 'JJ')",1
10431,"('N_NNP', 'RD_PUNC', 'JJ', 'RD_PUNC')",1
10432,"('RD_PUNC', 'JJ', 'RD_PUNC', 'N_NN')",1
10433,"('PSP', 'N_NST', 'QT_QTF', 'N_NN')",1
10434,"('N_NST', 'QT_QTF', 'N_NN', 'V_VM_VF')",1
10435,"('CC_CCD', 'V_VM_VNF', 'V_VM_VNF', 'V_VM_VNF')",1
10436,"('V_VM_VNF', 'V_VM_VINF', 'N_NN', 'DM_DMD')",1
10437,"('V_VM_VNF', 'N_NST', 'PR_PRP', 'RP_RPD')",1
10438,"('N_NST', 'DM_DMD', 'RD_PUNC', 'N_NN')",1
10439,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'RD_SYM')",1
10440,"('QT_QTC', 'RD_PUNC', 'QT_QTC', 'N_NNP')",1
10441,"('QT_QTC', 'N_NNP', 'N_NN', 'QT_QTC')",1
10442,"('N_NN', 'N_NNP', 'N_NNP', 'CC_CCS_UT')",1
10443,"('N_NNP', 'N_NNP', 'CC_CCS_UT', 'V_VM_VF')",1
10444,"('V_VM_VINF', 'N_NN', 'V_VM_VINF', 'N_NST')",1
10445,"('N_NNP', 'RD_PUNC', 'RB', 'PSP')",1
10446,"('RD_PUNC', 'RB', 'PSP', 'QT_QTC')",1
10447,"('RB', 'PSP', 'QT_QTC', 'RD_PUNC')",1
10448,"('PSP', 'QT_QTC', 'RD_PUNC', 'V_VM_VF')",1
10449,"('RB', 'RD_PUNC', 'PSP', 'V_VM_VNF')",1
10450,"('V_VM_VNG', 'PR_PRP', 'N_NN', 'V_VM_VNF')",1
10451,"('PR_PRP', 'PR_PRP', 'N_NN', 'V_VM_VNG')",1
10452,"('V_VM_VNG', 'PR_PRP', 'RP_INTF', 'V_VM_VNF')",1
10453,"('RP_INTF', 'V_VM_VNF', 'N_NN', 'RD_PUNC')",1
10454,"('V_VM_VINF', 'RP_RPD', 'N_NN', 'N_NN')",1
10455,"('PR_PRP', 'N_NN', 'V_VM_VNG', 'DM_DMQ')",1
10456,"('N_NN', 'V_VM_VNG', 'DM_DMQ', 'RD_PUNC')",1
10457,"('V_VM_VNG', 'DM_DMQ', 'RD_PUNC', 'PR_PRP')",1
10458,"('DM_DMQ', 'RD_PUNC', 'PR_PRP', 'V_VM_VINF')",1
10459,"('N_NN', 'N_NST', 'V_VM_VNG', 'RP_RPD')",1
10460,"('N_NST', 'V_VM_VNG', 'RP_RPD', 'N_NN')",1
10461,"('RD_PUNC', 'N_NN', 'RP_RPD', 'RD_SYM')",1
10462,"('RP_RPD', 'RD_SYM', 'N_NN', 'V_VM_VINF')",1
10463,"('RD_SYM', 'N_NN', 'V_VM_VINF', 'PR_PRP')",1
10464,"('RD_PUNC', 'N_NN', 'PR_PRP', 'RD_SYM')",1
10465,"('N_NN', 'PR_PRP', 'RD_SYM', 'PR_PRP')",1
10466,"('PR_PRP', 'RD_SYM', 'PR_PRP', 'JJ')",1
10467,"('RD_SYM', 'PR_PRP', 'JJ', 'N_NN')",1
10468,"('V_VM_VNF', 'N_NN', 'V_VM_VNF', 'DM_DMR')",1
10469,"('RD_SYM', 'N_NN', 'RD_PUNC', 'PR_PRP')",1
10470,"('N_NST', 'RD_SYM', 'CC_CCD', 'RD_PUNC')",1
10471,"('RD_PUNC', 'N_NN', 'N_NST', 'RD_SYM')",1
10472,"('N_NN', 'N_NST', 'RD_SYM', 'V_VM_VF')",1
10473,"('N_NST', 'RD_SYM', 'V_VM_VF', 'RD_PUNC')",1
10474,"('CC_CCD', 'N_NN', 'CC_CCD', 'V_VM_VF')",1
10475,"('DM_DMR', 'N_NN', 'RD_PUNC', 'JJ')",1
10476,"('DM_DMQ', 'V_VM_VNF', 'RD_PUNC', 'CC_CCD')",1
10477,"('JJ', 'N_NN', 'RD_PUNC', 'PSP')",1
10478,"('N_NN', 'RB', 'RB', 'V_VM_VINF')",1
10479,"('RB', 'RB', 'V_VM_VINF', 'V_VM_VF')",1
10480,"('RB', 'V_VM_VINF', 'V_VM_VF', 'RD_PUNC')",1
10481,"('PR_PRP', 'RD_PUNC', 'DM_DMQ', 'JJ')",1
10482,"('DM_DMQ', 'JJ', 'N_NN', 'PR_PRP')",1
10483,"('N_NST', 'RD_PUNC', 'RB', 'N_NST')",1
10484,"('RD_PUNC', 'RB', 'N_NST', 'RD_PUNC')",1
10485,"('RB', 'N_NST', 'RD_PUNC', 'N_NST')",1
10486,"('N_NST', 'RD_PUNC', 'N_NST', 'N_NST')",1
10487,"('RD_PUNC', 'N_NST', 'N_NST', 'RD_PUNC')",1
10488,"('N_NST', 'N_NST', 'RD_PUNC', 'N_NN')",1
10489,"('N_NST', 'RD_PUNC', 'N_NN', 'PR_PRP')",1
10490,"('N_NN', 'PR_PRP', 'RD_PUNC', 'RB')",1
10491,"('RB', 'RD_PUNC', 'RD_PUNC', 'RB')",1
10492,"('RD_PUNC', 'RD_PUNC', 'RB', 'RD_PUNC')",1
10493,"('RB', 'RD_PUNC', 'V_VM_VNF', 'PR_PRP')",1
10494,"('V_VM_VNF', 'PR_PRP', 'RD_PUNC', 'DM_DMQ')",1
10495,"('PR_PRP', 'RD_PUNC', 'DM_DMQ', 'V_VM_VF')",1
10496,"('RD_PUNC', 'DM_DMQ', 'V_VM_VF', 'RD_PUNC')",1
10497,"('PSP', 'V_VM_VINF', 'PR_PRP', 'V_VM_VF')",1
10498,"('PR_PRP', 'V_VM_VNF', 'PR_PRP', 'RP_RPD')",1
10499,"('V_VM_VNF', 'PR_PRP', 'RP_RPD', 'V_VM_VF')",1
10500,"('V_VM_VINF', 'N_NST', 'RD_PUNC', 'N_NNP')",1
10501,"('N_NNP', 'RD_PUNC', 'PR_PRP', 'RD_PUNC')",1
10502,"('PR_PRP', 'RD_PUNC', 'N_NST', 'N_NN')",1
10503,"('QT_QTC', 'RD_SYM', 'PR_PRP', 'RD_PUNC')",1
10504,"('RD_SYM', 'PR_PRP', 'RD_PUNC', 'N_NNP')",1
10505,"('V_VM_VNF', 'V_VM_VNF', 'RD_SYM', 'RD_PUNC')",1
10506,"('RD_SYM', 'N_NN', 'CC_CCS', 'RD_PUNC')",1
10507,"('CC_CCS', 'RD_PUNC', 'N_NN', 'V_VM_VNF')",1
10508,"('RD_SYM', 'DM_DMR', 'N_NN', 'V_VM_VNF')",1
10509,"('RD_PUNC', 'QT_QTC', 'RD_SYM', 'N_NST')",1
10510,"('QT_QTC', 'RD_SYM', 'PR_PRP', 'PR_PRP')",1
10511,"('PR_PRP', 'RD_PUNC', 'QT_QTC', 'RD_SYM')",1
10512,"('RD_PUNC', 'QT_QTC', 'RD_SYM', 'DM_DMR')",1
10513,"('RD_SYM', 'DM_DMR', 'N_NN', 'RD_PUNC')",1
10514,"('QT_QTC', 'RD_SYM', 'PR_PRP', 'QT_QTC')",1
10515,"('RD_SYM', 'PR_PRP', 'QT_QTC', 'N_NN')",1
10516,"('QT_QTC', 'RD_SYM', 'DM_DMD', 'N_NST')",1
10517,"('RD_SYM', 'DM_DMD', 'N_NST', 'QT_QTC')",1
10518,"('DM_DMD', 'N_NST', 'QT_QTC', 'QT_QTC')",1
10519,"('RP_RPD', 'N_NN', 'RB', 'PR_PRP')",1
10520,"('N_NN', 'N_NN', 'V_VM_VINF', 'DM_DMQ')",1
10521,"('N_NN', 'V_VM_VINF', 'DM_DMQ', 'QT_QTC')",1
10522,"('V_VM_VINF', 'DM_DMQ', 'QT_QTC', 'JJ')",1
10523,"('DM_DMQ', 'QT_QTC', 'JJ', 'V_VM_VF')",1
10524,"('DM_DMQ', 'RP_RPD', 'RD_PUNC', 'DM_DMR')",1
10525,"('RD_PUNC', 'PR_PRP', 'CC_CCD', 'PR_PRP')",1
10526,"('PR_PRP', 'CC_CCD', 'PR_PRP', 'RD_PUNC')",1
10527,"('CC_CCD', 'PR_PRP', 'RD_PUNC', 'PR_PRP')",1
10528,"('V_VM_VNF', 'RD_SYM', 'RD_PUNC', 'N_NN')",1
10529,"('N_NN', 'N_NN', 'CC_CCS_UT', 'PR_PRP')",1
10530,"('N_NN', 'CC_CCS_UT', 'PR_PRP', 'V_VM_VF')",1
10531,"('DM_DMD', 'N_NN', 'QT_QTF', 'RB')",1
10532,"('N_NN', 'QT_QTF', 'RB', 'DM_DMQ')",1
10533,"('QT_QTF', 'RB', 'DM_DMQ', 'N_NN')",1
10534,"('V_VM_VNF', 'CC_CCS_UT', 'V_VM_VNF', 'DM_DMR')",1
10535,"('CC_CCS_UT', 'V_VM_VNF', 'DM_DMR', 'N_NN')",1
10536,"('RP_INTF', 'RB', 'V_VM_VNF', 'QT_QTF')",1
10537,"('N_NNP', 'RD_SYM', 'N_NN', 'V_VM_VF')",1
10538,"('QT_QTF', 'N_NN', 'V_VM_VNF', 'RP_NEG')",1
10539,"('N_NNP', 'QT_QTF', 'N_NN', 'N_NN')",1
10540,"('N_NN', 'RD_PUNC', 'RP_NEG', 'N_NN')",1
10541,"('RD_PUNC', 'RP_NEG', 'N_NN', 'V_VM_VNF')",1
10542,"('V_VM_VNF', 'N_NNP', 'N_NN', 'PR_PRP')",1
10543,"('N_NNP', 'RD_PUNC', 'DM_DMQ', 'V_VM_VNF')",1
10544,"('PR_PRP', 'QT_QTF', 'V_VM_VNF', 'PR_PRP')",1
10545,"('QT_QTF', 'V_VM_VNF', 'PR_PRP', 'N_NN')",1
10546,"('V_VM_VNF', 'N_NN', 'PSP', 'PR_PRP')",1
10547,"('N_NST', 'PR_PRP', 'V_VM_VNF', 'V_VAUX')",1
10548,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'RP_NEG')",1
10549,"('N_NN', 'V_VM_VNF', 'RP_NEG', 'V_VM_VNF')",1
10550,"('V_VM_VNF', 'RP_NEG', 'V_VM_VNF', 'PR_PRP')",1
10551,"('RP_NEG', 'V_VM_VNF', 'PR_PRP', 'N_NN')",1
10552,"('RD_PUNC', 'RD_PUNC', 'PR_PRP', 'PSP')",1
10553,"('RP_RPD', 'QT_QTC', 'N_NN', 'QT_QTC')",1
10554,"('N_NN', 'N_NNP', 'PSP', 'QT_QTC')",1
10555,"('N_NST', 'N_NNP', 'PR_PRP', 'DM_DMD')",1
10556,"('N_NNP', 'PR_PRP', 'DM_DMD', 'N_NN')",1
10557,"('V_VM_VNG', 'PSP', 'N_NN', 'PR_PRP')",1
10558,"('PR_PRP', 'N_NN', 'V_VM_VNG', 'RP_INTF')",1
10559,"('V_VM_VNG', 'RP_INTF', 'RB', 'V_VM_VF')",1
10560,"('PR_PRP', 'RB', 'V_VM_VNF', 'RP_NEG')",1
10561,"('RB', 'V_VM_VNF', 'RP_NEG', 'PR_PRP')",1
10562,"('V_VM_VNF', 'RP_NEG', 'PR_PRP', 'QT_QTF')",1
10563,"('RP_NEG', 'PR_PRP', 'QT_QTF', 'JJ')",1
10564,"('RD_PUNC', 'RD_PUNC', 'V_VM_VNF', 'RP_NEG')",1
10565,"('RD_PUNC', 'V_VM_VNF', 'RP_NEG', 'RD_PUNC')",1
10566,"('RD_PUNC', 'QT_QTC', 'N_NNP', 'V_VM_VNF')",1
10567,"('QT_QTC', 'N_NNP', 'V_VM_VNF', 'N_NN')",1
10568,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'RP_RPD')",1
10569,"('RD_PUNC', 'PR_PRP', 'RP_RPD', 'PR_PRP')",1
10570,"('PR_PRP', 'RP_RPD', 'PR_PRP', 'PR_PRP')",1
10571,"('RP_RPD', 'PR_PRP', 'PR_PRP', 'V_VM_VNF')",1
10572,"('V_VM_VNF', 'RD_PUNC', 'N_NNP', 'PR_PRP')",1
10573,"('V_VM_VNF', 'RP_RPD', 'RD_PUNC', 'N_NST')",1
10574,"('RP_RPD', 'RD_PUNC', 'N_NST', 'N_NN')",1
10575,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'RP_NEG')",1
10576,"('RD_PUNC', 'RP_NEG', 'RD_PUNC', 'PR_PRP')",1
10577,"('RP_NEG', 'RD_PUNC', 'PR_PRP', 'RP_INTF')",1
10578,"('PR_PRP', 'PR_PRP', 'PSP', 'PR_PRP')",1
10579,"('N_NN', 'RP_NEG', 'N_NN', 'V_VM_VNF')",1
10580,"('N_NN', 'V_VM_VNF', 'RP_NEG', 'V_VM_VF')",1
10581,"('V_VM_VNF', 'RP_NEG', 'V_VM_VF', 'RD_PUNC')",1
10582,"('N_NST', 'QT_QTF', 'N_NN', 'N_NN')",1
10583,"('N_NNP', 'N_NN', 'RD_SYM', 'RD_PUNC')",1
10584,"('RD_SYM', 'PR_PRP', 'N_NN', 'PR_PRP')",1
10585,"('RD_PUNC', 'RD_SYM', 'V_VM_VNF', 'V_VM_VNF')",1
10586,"('RD_SYM', 'V_VM_VNF', 'V_VM_VNF', 'RD_SYM')",1
10587,"('V_VM_VINF', 'RD_PUNC', 'N_NN', 'V_VM_VINF')",1
10588,"('N_NN', 'N_NN', 'RP_NEG', 'N_NST')",1
10589,"('N_NN', 'RP_NEG', 'N_NST', 'V_VM_VF')",1
10590,"('RP_NEG', 'N_NST', 'V_VM_VF', 'RD_PUNC')",1
10591,"('RD_PUNC', 'RD_PUNC', 'RD_SYM', 'RB')",1
10592,"('RD_PUNC', 'RD_SYM', 'RB', 'N_NN')",1
10593,"('RD_SYM', 'RB', 'N_NN', 'N_NST')",1
10594,"('N_NST', 'N_NN', 'V_VM_VNF', 'RD_SYM')",1
10595,"('RD_PUNC', 'N_NNP', 'N_NNP', 'V_VM_VF')",1
10596,"('RD_PUNC', 'RD_PUNC', 'RD_SYM', 'RP_INTF')",1
10597,"('RD_PUNC', 'RD_SYM', 'RP_INTF', 'RB')",1
10598,"('RD_SYM', 'RP_INTF', 'RB', 'RD_SYM')",1
10599,"('RP_INTF', 'RB', 'RD_SYM', 'N_NN')",1
10600,"('RB', 'RD_SYM', 'N_NN', 'N_NST')",1
10601,"('RD_SYM', 'N_NN', 'N_NST', 'PR_PRP')",1
10602,"('RD_PUNC', 'RD_PUNC', 'RP_INJ', 'N_NNP')",1
10603,"('RD_PUNC', 'RP_INJ', 'N_NNP', 'RD_PUNC')",1
10604,"('RP_RPD', 'RD_PUNC', 'PR_PRP', 'V_VM_VF')",1
10605,"('RD_PUNC', 'RD_PUNC', 'V_VM_VNF', 'RP_RPD')",1
10606,"('N_NN', 'JJ', 'RD_PUNC', 'PR_PRP')",1
10607,"('JJ', 'RD_PUNC', 'PR_PRP', 'N_NN')",1
10608,"('V_VM_VNF', 'RD_SYM', 'N_NNP', 'RD_PUNC')",1
10609,"('V_VM_VNF', 'QT_QTF', 'V_VM_VNF', 'N_NST')",1
10610,"('V_VM_VNF', 'N_NST', 'N_NN', 'JJ')",1
10611,"('V_VM_VNF', 'V_VM_VNF', 'N_NN', 'DM_DMQ')",1
10612,"('RD_PUNC', 'RP_INJ', 'N_NN', 'N_NST')",1
10613,"('RP_INJ', 'N_NN', 'N_NST', 'PR_PRP')",1
10614,"('CC_CCS_UT', 'N_NN', 'V_VM_VINF', 'PSP')",1
10615,"('V_VM_VINF', 'PSP', 'PR_PRP', 'V_VM_VNF')",1
10616,"('PSP', 'PR_PRP', 'V_VM_VNF', 'CC_CCS_UT')",1
10617,"('N_NN', 'PR_PRP', 'V_VM_VNF', 'V_VM_VNG')",1
10618,"('PR_PRP', 'V_VM_VNF', 'V_VM_VNG', 'RP_RPD')",1
10619,"('V_VM_VNF', 'V_VM_VNG', 'RP_RPD', 'RD_PUNC')",1
10620,"('N_NN', 'N_NST', 'JJ', 'V_VM_VF')",1
10621,"('CC_CCS_UT', 'JJ', 'N_NN', 'V_VM_VNF')",1
10622,"('PR_PRP', 'V_VM_VNF', 'RP_RPD', 'V_VM_VF')",1
10623,"('V_VM_VNF', 'PR_PRP', 'V_VM_VINF', 'QT_QTC')",1
10624,"('DM_DMQ', 'RP_RPD', 'N_NN', 'RD_SYM')",1
10625,"('RP_RPD', 'N_NN', 'RD_SYM', 'N_NN')",1
10626,"('PR_PRP', 'N_NN', 'V_VM_VNG', 'N_NN')",1
10627,"('V_VM_VNF', 'CC_CCD', 'N_NN', 'RP_NEG')",1
10628,"('CC_CCD', 'N_NN', 'RP_NEG', 'QT_QTC')",1
10629,"('N_NN', 'RP_NEG', 'QT_QTC', 'RP_NEG')",1
10630,"('RP_NEG', 'QT_QTC', 'RP_NEG', 'RD_PUNC')",1
10631,"('RP_NEG', 'RD_PUNC', 'DM_DMR', 'N_NN')",1
10632,"('RD_SYM', 'N_NN', 'V_VM_VNF', 'QT_QTO')",1
10633,"('N_NN', 'V_VM_VNF', 'QT_QTO', 'PSP')",1
10634,"('V_VM_VNF', 'QT_QTO', 'PSP', 'V_VM_VNF')",1
10635,"('QT_QTO', 'PSP', 'V_VM_VNF', 'QT_QTO')",1
10636,"('PSP', 'V_VM_VNF', 'QT_QTO', 'N_NN')",1
10637,"('RD_PUNC', 'RD_SYM', 'N_NN', 'PSP')",1
10638,"('RD_SYM', 'N_NN', 'PSP', 'RD_SYM')",1
10639,"('N_NN', 'RD_SYM', 'CC_CCD', 'RD_PUNC')",1
10640,"('N_NN', 'RD_PUNC', 'V_VM_VNF', 'RP_RPD')",1
10641,"('N_NST', 'N_NN', 'RD_SYM', 'RD_PUNC')",1
10642,"('RD_SYM', 'N_NN', 'PSP', 'V_VM_VF')",1
10643,"('V_VM_VNF', 'RD_SYM', 'DM_DMQ', 'DM_DMD')",1
10644,"('RD_SYM', 'DM_DMQ', 'DM_DMD', 'N_NN')",1
10645,"('RD_SYM', 'PR_PRP', 'V_VM_VNF', 'PR_PRP')",1
10646,"('V_VM_VNF', 'V_VAUX', 'RP_RPD', 'RD_SYM')",1
10647,"('V_VAUX', 'RP_RPD', 'RD_SYM', 'N_NST')",1
10648,"('RD_SYM', 'N_NST', 'RD_SYM', 'V_VM_VNF')",1
10649,"('N_NST', 'RD_SYM', 'V_VM_VNF', 'N_NN')",1
10650,"('N_NNP', 'N_NN', 'RD_PUNC', 'V_VM_VF')",1
10651,"('V_VM_VINF', 'N_NN', 'JJ', 'RD_PUNC')",1
10652,"('JJ', 'RD_PUNC', 'N_NN', 'V_VM_VNF')",1
10653,"('RB', 'PR_PRP', 'N_NN', 'PR_PRP')",1
10654,"('RD_PUNC', 'RD_SYM', 'N_NST', 'V_VM_VF')",1
10655,"('RD_PUNC', 'RD_SYM', 'QT_QTC', 'V_VM_VNF')",1
10656,"('RD_SYM', 'QT_QTC', 'V_VM_VNF', 'RD_SYM')",1
10657,"('QT_QTC', 'V_VM_VNF', 'RD_SYM', 'N_NST')",1
10658,"('RD_SYM', 'PR_PRP', 'V_VM_VNF', 'N_NN')",1
10659,"('PR_PRP', 'RD_SYM', 'V_VM_VNF', 'RP_RPD')",1
10660,"('RD_SYM', 'V_VM_VNF', 'RP_RPD', 'RD_PUNC')",1
10661,"('RP_RPD', 'RD_PUNC', 'N_NN', 'V_VM_VF')",1
10662,"('N_NN', 'V_VM_VNF', 'RP_RPD', 'RD_SYM')",1
10663,"('V_VM_VNF', 'RP_RPD', 'RD_SYM', 'N_NST')",1
10664,"('RD_SYM', 'N_NST', 'RD_SYM', 'N_NN')",1
10665,"('N_NST', 'RD_SYM', 'N_NN', 'RD_PUNC')",1
10666,"('RD_PUNC', 'N_NST', 'N_NN', 'RP_NEG')",1
10667,"('N_NST', 'N_NN', 'RP_NEG', 'RD_PUNC')",1
